Customer_ID,Loan_ID,Age,Income_INR,Employment_Years,Marital_Status,Education_Level,Credit_History_Length,Savings_Account_Balance,Loan_Type,Loan_Amount,Loan_Tenure_Months,Interest_Rate_Pct,EMI_Amount,Pay_History,Delinquency_12M,Credit_Card_Utilization,Behavior_Spending_Score,Behavior_Repayment_Score,No_of_Open_Accounts,Total_Credit_Limit,Total_Current_Balance,Credit_Utilization_Ratio,No_of_Inquiries_6M,DPD_30,DPD_60,DPD_90,Worst_Current_Status,Oldest_Trade_Open_Months,Outstanding_Loans,Avg_Balance_6M,Bounce_Count_6M,Transaction_Count_3M,Max_DPD_12M,Missed_Payment_Count,Collateral_Value,LTV_Ratio,NPA_Flag,Default,Default_Date,Disbursal_Date,Loan_Status,Avg_Balance_3M,Salary_Credit_Frequency,Avg_Monthly_Salary_Credit,Monthly_Spend,Cash_Withdrawal_3M,Merchant_Spend_Pct,Negative_Balance_Days,UPI_Txn_Count_3M,ECS_Mandate_Count,Paid_On_Time_Pct,Late_Payment_Count_12M,Max_DPD_3M,Max_DPD_6M,Current_DPD_Bucket,Prev_DPD_Bucket,Prepayment_Count,Total_EMI_Paid,Collateral_Type,Property_Type,Vehicle_Age_Years,Collateral_Location_Tier,Collateral_Insurance,No_of_Closed_Accounts,No_of_Inquiries_12M,Months_Since_Most_Recent_Delinquency,Max_Credit_Exposure,Newest_Trade_Open_Months
497,LOAN00497,28,394985,10,Married,Postgraduate,6,236618,Home Loan,461077,12,9.79,40490,Good,0,0.1,74,72,5,1092584,630133,0.58,0,1,0,0,0,43,3,389338,1,138,0,0,653741.6013917591,0.71,0,0,,2020-06-16,Active,395978,Irregular,82584,59566,92812,0.7041,0,73,1,0.9268,1,0,0,Current,Current,2,52,Property,Commercial,,Tier-1,Yes,3,1,31,871404,34
498,LOAN00498,43,2277886,16,Divorced,High School,7,751576,Auto Loan,317948,60,21.54,8698,Good,0,0.22,18,66,13,704849,360821,0.51,1,0,0,0,0,274,4,359673,1,178,0,0,384729.9228729849,0.83,0,0,,2020-06-01,Active,360459,Irregular,51777,46314,73016,0.7004,1,21,1,0.9007,1,0,0,Current,Current,1,59,Vehicle,,4.0,Tier-1,Yes,0,3,51,698247,11
499,LOAN00499,52,310686,20,Single,Graduate,6,21878,Business Loan,1155853,84,9.58,18938,Good,0,0.38,10,67,0,2809206,1556506,0.55,2,0,0,0,0,178,1,497543,1,144,0,0,1444511.839181729,0.8,0,0,,2021-12-06,Active,439064,Irregular,235530,125349,27177,0.3809,0,59,2,0.886,0,0,0,Current,Current,0,31,Property,Residential,,Tier-3,Yes,8,5,23,3341816,55
500,LOAN00500,63,2402215,22,Divorced,High School,20,104263,Auto Loan,1908770,36,20.07,71004,Good,0,0.54,29,89,1,2851981,474312,0.17,1,1,0,0,0,173,2,483063,1,106,0,0,2287808.011035155,0.83,0,0,,2020-09-06,Active,569970,Monthly,105179,81962,15962,0.3423,4,48,3,0.9579,1,0,0,Current,Current,3,27,Vehicle,,7.0,Tier-3,Yes,0,2,22,2057855,22
501,LOAN00501,38,1904889,23,Divorced,High School,2,288707,Personal Loan,400393,60,16.04,9745,Average,0,0.47,92,56,11,1143099,791424,0.69,1,0,0,0,0,210,5,371203,0,28,0,0,,,0,0,,2021-07-22,Active,395626,Irregular,219915,145210,97348,0.2451,1,71,5,0.8191,0,0,0,Current,Current,2,24,,,,,,1,2,13,1039910,27
502,LOAN00502,58,2473907,10,Married,Graduate,18,795172,Personal Loan,1026037,24,19.64,52040,Good,1,0.47,66,60,5,127294,18918,0.15,0,0,0,0,0,18,4,306868,1,109,0,0,,,0,0,,2020-10-11,Active,319335,Bi-Monthly,127066,84364,13911,0.2599,3,18,5,0.919,0,0,0,Current,Current,0,20,,,,,,9,3,29,134433,58
503,LOAN00503,30,2387522,29,Single,High School,13,569738,Personal Loan,873778,48,16.88,25158,Average,0,0.31,74,66,8,669017,376462,0.56,0,0,0,0,0,79,1,559785,1,120,0,0,,,0,0,,2020-11-15,Active,624732,Bi-Monthly,195322,137245,91032,0.5314,1,1,0,0.9617,0,0,0,Current,Current,4,16,,,,,,7,0,35,433850,35
504,LOAN00504,55,988876,0,Married,Graduate,1,135175,Education Loan,704277,72,18.76,16367,Good,1,0.33,68,92,8,1646605,387620,0.24,2,1,0,0,0,239,5,285957,0,171,0,0,,,0,0,,2021-11-01,Active,240349,Monthly,75880,58317,93594,0.7734,3,31,0,0.8545,1,0,0,Current,Current,4,19,,,,,,6,3,34,1766516,9
505,LOAN00505,45,1964306,14,Single,High School,15,326628,Business Loan,1361588,60,18.23,34745,Average,0,0.48,60,72,12,225486,60015,0.27,3,1,0,0,0,190,2,322836,1,59,0,0,1498915.811837286,0.91,0,0,,2021-10-13,Active,370152,Monthly,158861,123467,4124,0.5242,3,40,8,0.8405,1,0,0,Current,Current,0,44,Property,Residential,,Tier-2,Yes,1,5,13,168765,5
506,LOAN00506,54,764007,18,Married,Graduate,18,752843,Home Loan,661419,12,11.64,58654,Average,1,0.48,33,56,9,720118,206388,0.29,3,1,0,0,0,120,5,311050,1,57,0,0,868621.4768670553,0.76,0,0,,2020-01-22,Active,311110,Monthly,148861,93071,80729,0.3886,0,45,5,0.9347,0,0,0,Current,Current,2,18,Property,Residential,,Tier-3,Yes,2,4,21,416023,49
507,LOAN00507,54,1337608,1,Married,Postgraduate,18,190955,Business Loan,1036836,84,21.09,23709,Good,1,0.45,48,78,6,489426,54543,0.11,3,0,0,0,0,142,3,261713,1,186,0,0,1185547.660173486,0.87,0,0,,2022-05-17,Active,293350,Irregular,69324,46639,59044,0.2697,3,69,0,0.8351,0,0,0,Current,Current,3,37,Property,Commercial,,Tier-2,Yes,2,5,12,253244,21
508,LOAN00508,44,828237,13,Divorced,Graduate,13,468875,Personal Loan,1706266,84,17.01,34878,Good,1,0.46,59,83,8,2858698,2325468,0.81,2,1,0,0,0,188,3,451886,0,170,0,0,,,0,0,,2021-08-09,Active,490319,Monthly,176630,108148,38957,0.5564,3,54,8,0.8976,1,0,0,Current,Current,1,15,,,,,,6,5,22,1495558,6
509,LOAN00509,32,1369299,17,Married,High School,8,381925,Personal Loan,821223,48,10.83,21157,Average,0,0.49,98,75,11,1097909,816172,0.74,2,1,0,0,0,147,0,456467,0,121,0,0,,,0,0,,2020-09-14,Active,447567,Monthly,126242,99054,50297,0.2477,0,71,3,0.9846,1,0,0,Current,Current,1,48,,,,,,5,6,41,1161971,3
510,LOAN00510,44,551312,18,Married,Graduate,4,21467,Personal Loan,140094,36,12.28,4671,Poor,3,0.44,90,61,5,1171180,146431,0.13,5,1,0,0,1,140,8,46100,2,100,30,2,,,1,0,,2020-04-22,NPA,51073,Irregular,170309,92974,42849,0.1654,21,58,6,0.6674,4,30,30,61-90 DPD,Current,1,25,,,,,,3,8,18,1138922,56
511,LOAN00511,57,588587,3,Married,Postgraduate,0,44563,Business Loan,1781443,48,15.46,49995,Poor,7,0.72,76,35,2,1292634,188193,0.15,7,1,1,1,2,168,7,47608,8,131,120,7,2546471.174010943,0.7,1,1,2023-03-30,2021-04-30,Default,51810,Bi-Monthly,28000,19337,81560,0.1655,18,29,4,0.3407,11,120,120,90+ DPD,90+ DPD,1,33,Property,Residential,,Tier-1,Yes,7,9,12,1364301,34
512,LOAN00512,63,503266,8,Married,High School,8,669961,Personal Loan,621555,72,20.35,15014,Good,0,0.54,83,93,7,88436,64231,0.73,2,1,0,0,0,88,5,539211,0,47,0,0,,,0,0,,2021-11-26,Active,432171,Bi-Monthly,48275,45393,41158,0.6953,2,65,1,0.8381,1,0,0,Current,Current,3,58,,,,,,7,5,38,90829,31
513,LOAN00513,61,593682,7,Divorced,High School,15,137218,Personal Loan,1568368,48,19.15,47018,Poor,6,0.84,82,31,14,1650230,174004,0.11,6,3,3,1,3,173,9,64266,6,63,90,7,,,1,1,2022-05-01,2020-01-21,Default,69644,Bi-Monthly,183162,173078,12634,0.3676,15,25,6,0.2863,9,60,90,90+ DPD,90+ DPD,0,52,,,,,,7,7,6,1265202,35
514,LOAN00514,28,2030350,19,Single,Postgraduate,0,373998,Personal Loan,1549278,12,12.23,137818,Good,1,0.14,70,98,1,2741781,1302891,0.48,3,0,0,0,0,209,0,675051,1,117,0,0,,,0,0,,2020-10-16,Active,677424,Monthly,249069,182588,39685,0.7582,3,65,3,0.8264,0,0,0,Current,Current,3,20,,,,,,1,5,55,3161583,25
515,LOAN00515,47,1447771,9,Divorced,High School,24,559566,Home Loan,1099952,12,17.64,100655,Good,0,0.3,84,69,2,2450084,455318,0.19,2,1,0,0,0,214,4,642076,0,95,0,0,1642775.756023718,0.67,0,0,,2022-08-03,Active,729262,Monthly,46652,28521,52763,0.4477,3,55,1,0.942,0,0,0,Current,Current,2,17,Property,Commercial,,Tier-2,No,6,6,39,2730770,57
516,LOAN00516,25,1532411,17,Married,Graduate,14,346819,Home Loan,266852,72,8.02,4681,Good,0,0.37,16,73,14,789599,452681,0.57,0,0,0,0,0,188,2,426138,0,52,0,0,314621.7539843029,0.85,0,0,,2020-04-10,Active,478918,Bi-Monthly,25835,19701,45037,0.5841,2,17,2,0.9996,0,0,0,Current,Current,3,33,Property,Residential,,Tier-3,No,2,0,56,587340,36
517,LOAN00517,50,1248532,21,Divorced,Postgraduate,7,540528,Personal Loan,1905100,72,12.66,37902,Good,1,0.46,11,98,12,89573,80496,0.9,3,1,0,0,0,139,5,514593,0,115,0,0,,,0,0,,2022-03-12,Active,446800,Irregular,79406,57157,50126,0.6789,0,4,8,0.8604,1,0,0,Current,Current,4,44,,,,,,2,4,46,93250,38
518,LOAN00518,64,944113,23,Married,High School,24,515896,Business Loan,1393659,72,19.75,33180,Average,1,0.46,49,75,1,2331447,553991,0.24,1,0,0,0,0,198,0,418479,0,137,0,0,1507360.942905931,0.92,0,0,,2020-08-26,Active,338425,Monthly,29819,15479,98705,0.7121,0,70,5,0.9849,0,0,0,Current,Current,2,58,Property,Commercial,,Tier-2,Yes,9,2,38,2503416,53
519,LOAN00519,23,415872,5,Married,Graduate,4,189015,Education Loan,906294,12,10.12,79728,Poor,3,0.62,14,38,3,2531292,2190446,0.87,9,3,3,2,2,218,2,87778,3,166,90,6,,,1,1,2022-09-11,2021-05-20,Default,77115,Monthly,76361,72168,39553,0.2138,27,62,4,0.1583,6,90,90,90+ DPD,61-90 DPD,0,24,,,,,,4,13,13,2131158,1
520,LOAN00520,49,1692794,27,Single,Graduate,23,98098,Personal Loan,1722394,24,12.95,81845,Average,1,0.28,40,84,10,2769132,2194212,0.79,3,0,0,0,0,97,0,660457,0,133,0,0,,,0,0,,2022-02-02,Active,724158,Monthly,179173,115965,81797,0.2517,2,4,7,0.9931,0,0,0,Current,Current,2,35,,,,,,7,4,17,1617985,19
521,LOAN00521,62,2275864,4,Married,Graduate,7,776862,Education Loan,1597338,36,8.01,50062,Good,0,0.06,27,96,11,1752885,1557760,0.89,0,0,0,0,0,148,4,525870,1,130,0,0,,,0,0,,2022-09-18,Active,603983,Monthly,201228,136769,99218,0.2051,3,19,2,0.9344,0,0,0,Current,Current,1,7,,,,,,2,1,45,1286336,50
522,LOAN00522,58,1659119,0,Single,Postgraduate,9,664276,Business Loan,1544576,24,8.32,70082,Good,0,0.49,96,55,11,1446878,1031552,0.71,1,0,0,0,0,205,5,311295,0,120,0,0,2001639.368407801,0.77,0,0,,2021-08-26,Active,336270,Monthly,165100,120705,83054,0.4119,3,38,1,0.9364,0,0,0,Current,Current,2,44,Property,Residential,,Tier-2,Yes,9,5,57,1724921,6
523,LOAN00523,38,2489020,1,Single,High School,10,717870,Business Loan,419078,36,10.04,13530,Good,1,0.14,68,86,12,2281610,1792422,0.79,2,1,0,0,0,200,0,199105,1,40,0,0,542722.1235085895,0.77,0,0,,2020-08-08,Active,224637,Monthly,112148,100503,53954,0.2085,1,41,0,0.9887,1,0,0,Current,Current,1,32,Property,Commercial,,Tier-2,Yes,2,6,29,2284244,20
524,LOAN00524,25,2118469,6,Married,Graduate,24,253861,Personal Loan,1302401,48,9.43,32676,Good,1,0.36,13,91,7,2086630,1201227,0.58,3,1,0,0,0,151,1,478035,1,89,0,0,,,0,0,,2020-03-22,Active,494716,Monthly,55633,47822,98944,0.5556,3,30,1,0.9455,0,0,0,Current,Current,0,39,,,,,,1,3,29,2174889,10
525,LOAN00525,61,473235,26,Single,Postgraduate,6,266605,Business Loan,643005,24,14.86,31134,Average,0,0.34,66,63,13,2283088,1812377,0.79,3,1,0,0,0,83,5,318953,0,101,0,0,770303.5387958578,0.83,0,0,,2022-01-13,Active,319784,Monthly,142944,84693,41324,0.354,0,15,9,0.9695,1,0,0,Current,Current,2,14,Property,Residential,,Tier-3,Yes,3,7,16,2598946,43
526,LOAN00526,61,1162777,6,Single,High School,24,272281,Auto Loan,249120,12,20.6,23148,Good,0,0.36,75,88,8,888885,168185,0.19,0,1,0,0,0,273,0,584953,0,114,0,0,289074.4344098212,0.86,0,0,,2021-08-01,Active,695009,Bi-Monthly,241925,198959,27937,0.7749,0,53,9,0.8569,1,0,0,Current,Current,1,26,Vehicle,,0.0,Tier-2,Yes,1,3,40,570605,50
527,LOAN00527,46,1146303,20,Married,Postgraduate,8,44251,Personal Loan,742362,36,9.18,23669,Average,0,0.33,39,63,7,2714447,1881989,0.69,0,1,0,0,0,165,5,175672,1,73,0,0,,,0,0,,2022-02-08,Active,146200,Monthly,67982,60745,85640,0.6716,3,58,4,0.8338,0,0,0,Current,Current,0,4,,,,,,5,4,26,3197300,16
528,LOAN00528,64,651125,12,Single,High School,7,120983,Business Loan,297659,72,20.18,7160,Average,1,0.54,89,31,9,159669,96277,0.6,6,1,0,0,2,165,7,53959,1,153,90,2,407607.6962092202,0.73,1,0,,2022-09-14,NPA,52261,Monthly,144782,118926,91884,0.607,17,51,4,0.583,1,60,90,31-60 DPD,1-30 DPD,0,21,Property,Residential,,Tier-2,Yes,1,6,7,137746,41
529,LOAN00529,21,697553,1,Married,Graduate,15,260477,Personal Loan,301059,60,17.35,7538,Good,0,0.36,97,95,6,325471,48129,0.15,1,1,0,0,0,143,0,105909,0,117,0,0,,,0,0,,2022-04-10,Active,96506,Monthly,96843,54487,13905,0.5821,3,76,3,0.8505,1,0,0,Current,Current,4,22,,,,,,2,1,12,332395,45
530,LOAN00530,48,1976813,13,Single,High School,17,790150,Business Loan,1481375,36,10.36,48050,Good,1,0.1,98,55,9,1981567,660401,0.33,0,1,0,0,0,229,0,508061,0,75,0,0,1813896.594251546,0.82,0,0,,2021-05-16,Active,431252,Bi-Monthly,102299,75957,31942,0.1277,2,31,5,0.886,1,0,0,Current,Current,4,27,Property,Commercial,,Tier-3,Yes,7,1,28,1432172,54
531,LOAN00531,22,1074665,0,Married,Graduate,8,179683,Auto Loan,1053429,36,12.06,35019,Average,1,0.23,18,77,12,1735970,473720,0.27,2,1,0,0,0,94,4,297372,0,104,0,0,1388223.068137496,0.76,0,0,,2021-11-16,Active,309930,Monthly,137736,120842,28756,0.1586,4,43,1,0.9711,0,0,0,Current,Current,3,58,Vehicle,,2.0,Tier-3,Yes,0,6,34,1268273,55
532,LOAN00532,62,625332,14,Married,Postgraduate,3,416095,Home Loan,855958,60,10.72,18491,Good,1,0.32,50,72,14,1684471,714452,0.42,2,0,0,0,0,281,0,159213,0,147,0,0,1066270.33937988,0.8,0,0,,2021-09-17,Active,144135,Irregular,58908,34639,81992,0.4025,1,25,6,0.9262,0,0,0,Current,Current,1,37,Property,Residential,,Tier-3,Yes,4,4,33,1266250,27
533,LOAN00533,50,932440,16,Married,Postgraduate,9,446856,Personal Loan,465294,24,19.05,23466,Good,0,0.21,79,95,8,2731637,706627,0.26,3,1,0,0,0,24,3,401904,1,24,0,0,,,0,0,,2020-07-09,Active,395950,Monthly,64666,48004,27889,0.7403,3,76,5,0.9888,1,0,0,Current,Current,3,53,,,,,,6,6,47,2031357,5
534,LOAN00534,61,904346,15,Married,Postgraduate,13,300647,Business Loan,1564815,72,18.15,35822,Good,0,0.43,49,69,0,2619029,837732,0.32,1,0,0,0,0,9,0,412790,0,81,0,0,1615788.787155295,0.97,0,0,,2020-11-04,Active,352784,Bi-Monthly,29435,23586,66327,0.1658,3,33,9,0.8709,1,0,0,Current,Current,2,12,Property,Residential,,Tier-2,Yes,4,2,37,1424102,44
535,LOAN00535,45,644274,8,Divorced,Graduate,1,110817,Personal Loan,1304953,84,12.26,23217,Poor,5,0.79,53,29,9,2171658,731466,0.34,9,1,1,2,2,155,5,27608,3,57,90,6,,,1,1,2023-09-11,2020-04-01,Default,26393,Monthly,178656,140408,93370,0.3941,5,32,3,0.2362,10,60,60,90+ DPD,61-90 DPD,0,58,,,,,,0,10,9,1556431,33
536,LOAN00536,24,522622,22,Married,Postgraduate,1,92716,Business Loan,1212614,12,8.76,105909,Good,1,0.46,39,60,3,535820,310694,0.58,2,1,0,0,0,258,2,659459,1,77,0,0,1530620.102171839,0.79,0,0,,2021-01-03,Active,580391,Bi-Monthly,229053,125514,90992,0.6557,4,59,7,0.8427,0,0,0,Current,Current,4,36,Property,Commercial,,Tier-2,No,1,6,26,510725,28
537,LOAN00537,22,1980967,17,Single,Graduate,22,698863,Auto Loan,461175,84,10.36,7742,Good,1,0.12,47,64,3,334925,69630,0.21,3,0,0,0,0,8,4,80252,0,138,0,0,578593.6014548958,0.8,0,0,,2020-06-29,Active,92993,Bi-Monthly,123331,77064,88032,0.3239,3,22,1,0.9953,1,0,0,Current,Current,2,2,Vehicle,,7.0,Tier-2,Yes,9,5,23,378927,32
538,LOAN00538,35,2113950,7,Married,Postgraduate,0,600104,Personal Loan,334741,12,16.82,30501,Average,0,0.43,72,99,13,462212,135373,0.29,1,1,0,0,0,205,5,252827,1,58,0,0,,,0,0,,2022-06-15,Active,255091,Monthly,162655,121740,52931,0.7506,1,29,0,0.8859,1,0,0,Current,Current,2,51,,,,,,7,4,37,244586,38
539,LOAN00539,53,1391835,13,Married,Graduate,10,258546,Home Loan,334661,48,9.27,8371,Good,0,0.14,12,72,6,1861194,658338,0.35,2,1,0,0,0,120,2,197256,1,117,0,0,423728.3052308789,0.79,0,0,,2022-05-08,Active,220890,Monthly,246239,146252,60668,0.7543,4,67,7,0.984,1,0,0,Current,Current,4,10,Property,Commercial,,Tier-1,No,3,5,17,952261,17
540,LOAN00540,27,1654020,3,Single,Postgraduate,19,618824,Education Loan,147579,60,15.51,3550,Good,1,0.31,81,89,11,2152768,988668,0.46,3,0,0,0,0,12,3,650110,0,87,0,0,,,0,0,,2021-12-28,Active,646398,Monthly,194636,126546,72543,0.1399,1,1,8,0.869,0,0,0,Current,Current,3,48,,,,,,8,3,48,1969092,20
541,LOAN00541,58,2322340,27,Married,High School,8,354306,Education Loan,1941264,36,16.58,68806,Good,1,0.21,75,98,5,2409648,314388,0.13,3,0,0,0,0,114,3,194590,0,29,0,0,,,0,0,,2021-02-05,Active,158971,Monthly,76701,52677,31962,0.5315,0,3,8,0.8575,1,0,0,Current,Current,2,14,,,,,,0,7,20,2385002,21
542,LOAN00542,31,618939,22,Single,Graduate,12,141639,Personal Loan,798706,24,17.63,39732,Average,1,0.63,22,51,9,354196,318552,0.9,8,0,0,0,2,196,7,51817,3,179,90,1,,,1,0,,2020-01-08,NPA,55849,Irregular,198430,100431,50111,0.2019,2,69,0,0.6811,3,30,90,31-60 DPD,1-30 DPD,4,40,,,,,,0,12,9,327902,30
543,LOAN00543,42,371703,8,Married,Graduate,2,48502,Personal Loan,1350656,12,9.75,118587,Good,0,0.16,79,55,9,860842,292956,0.34,2,0,0,0,0,192,1,425803,0,127,0,0,,,0,0,,2021-06-30,Active,348787,Monthly,111093,81063,46810,0.4087,0,22,3,0.9236,0,0,0,Current,Current,3,44,,,,,,8,5,59,1016766,40
544,LOAN00544,29,2396502,20,Single,High School,19,43199,Personal Loan,1966263,72,14.44,40981,Good,0,0.45,56,65,13,1047182,345440,0.33,2,0,0,0,0,255,1,204583,0,73,0,0,,,0,0,,2020-01-25,Active,195993,Bi-Monthly,240613,228014,80059,0.7285,2,62,4,0.9049,0,0,0,Current,Current,2,8,,,,,,6,4,37,691357,3
545,LOAN00545,41,447351,20,Single,High School,15,444447,Business Loan,1879256,12,14.49,169166,Average,0,0.34,38,87,2,1915855,1042026,0.54,0,1,0,0,0,296,2,219039,0,110,0,0,2687535.714501303,0.7,0,0,,2020-01-26,Active,223151,Monthly,232672,159082,57114,0.1514,3,55,2,0.888,0,0,0,Current,Current,3,58,Property,Commercial,,Tier-2,Yes,5,2,26,1603324,18
546,LOAN00546,40,358458,18,Divorced,Postgraduate,21,746539,Personal Loan,709106,48,19.69,21461,Good,0,0.53,50,96,8,187354,146740,0.78,0,0,0,0,0,22,4,194155,1,197,0,0,,,0,0,,2020-06-03,Active,215887,Monthly,29535,18413,44538,0.7562,0,15,2,0.8933,1,0,0,Current,Current,0,53,,,,,,3,1,28,213795,43
547,LOAN00547,21,1187201,1,Divorced,Graduate,21,69427,Personal Loan,1030786,36,14.56,35510,Good,0,0.41,56,99,6,2529216,1177217,0.47,2,0,0,0,0,258,5,387629,0,47,0,0,,,0,0,,2021-05-06,Active,449432,Bi-Monthly,223779,137366,54008,0.7961,3,15,3,0.9669,1,0,0,Current,Current,4,24,,,,,,8,5,32,2357856,2
548,LOAN00548,45,567328,26,Divorced,High School,8,86469,Home Loan,979777,84,13.7,18199,Poor,6,0.67,28,38,6,287764,86061,0.3,8,1,1,1,2,8,3,57971,3,173,90,7,1093167.368545704,0.9,1,1,2023-07-10,2022-01-19,Default,51126,Monthly,75254,55073,17213,0.5692,2,78,0,0.107,10,60,90,90+ DPD,90+ DPD,4,15,Property,Commercial,,Tier-1,No,6,9,1,260134,47
549,LOAN00549,55,476610,28,Divorced,Graduate,1,752112,Education Loan,163464,84,9.73,2690,Good,0,0.46,64,59,12,1595407,881782,0.55,2,1,0,0,0,292,0,345127,1,20,0,0,,,0,0,,2021-02-13,Active,367708,Monthly,131359,92634,25593,0.3494,1,71,9,0.8102,1,0,0,Current,Current,1,35,,,,,,4,2,15,1839486,46
550,LOAN00550,62,944576,29,Married,Graduate,8,399372,Personal Loan,1559758,72,17.72,35328,Average,1,0.16,66,88,2,2802015,1362771,0.49,1,1,0,0,0,233,3,626207,1,175,0,0,,,0,0,,2022-02-14,Active,618749,Monthly,192298,170740,80064,0.2757,0,20,3,0.8012,0,0,0,Current,Current,0,47,,,,,,3,1,21,2065735,19
551,LOAN00551,35,878005,29,Single,Graduate,3,696208,Auto Loan,1191305,72,16.68,26289,Average,0,0.37,43,67,8,622852,273095,0.44,1,0,0,0,0,285,3,208459,1,80,0,0,1655555.374224984,0.72,0,0,,2021-06-18,Active,230765,Monthly,48426,38143,13048,0.4028,3,38,5,0.899,1,0,0,Current,Current,4,6,Vehicle,,6.0,Tier-3,Yes,3,3,49,379954,37
552,LOAN00552,59,1174238,27,Single,Postgraduate,13,610413,Personal Loan,805761,48,18.04,23686,Average,1,0.25,51,91,5,2077518,1842979,0.89,3,0,0,0,0,25,2,596128,0,73,0,0,,,0,0,,2022-06-12,Active,701009,Irregular,23679,16087,68264,0.2259,0,68,7,0.9636,0,0,0,Current,Current,2,10,,,,,,5,7,14,1226694,29
553,LOAN00553,59,2469265,22,Married,Postgraduate,3,187066,Auto Loan,1160824,36,17.19,41496,Average,0,0.42,65,79,13,1671562,1498990,0.9,1,1,0,0,0,27,1,526615,0,160,0,0,1568704.370748029,0.74,0,0,,2021-01-10,Active,533559,Monthly,114019,76801,90763,0.114,0,19,1,0.9342,0,0,0,Current,Current,1,38,Vehicle,,7.0,Tier-3,Yes,6,4,33,1797448,15
554,LOAN00554,64,1029111,1,Single,Graduate,23,686259,Auto Loan,1497364,24,20.25,76392,Average,0,0.06,55,63,3,2468628,1356647,0.55,3,1,0,0,0,295,5,79300,0,49,0,0,2039418.714149795,0.73,0,0,,2020-10-27,Active,72536,Monthly,153784,114759,68362,0.1439,1,52,2,0.9981,0,0,0,Current,Current,4,17,Vehicle,,5.0,Tier-3,No,8,7,54,2715154,9
555,LOAN00555,37,485196,13,Divorced,Graduate,15,158055,Education Loan,128453,84,20.28,2874,Poor,7,0.75,49,25,3,1784611,275549,0.15,2,1,3,1,2,88,8,7770,7,43,90,6,,,1,1,2022-02-05,2020-03-16,Default,8697,Monthly,155086,95225,64084,0.5645,23,29,6,0.2741,4,90,90,90+ DPD,90+ DPD,2,54,,,,,,4,5,1,1184472,57
556,LOAN00556,58,569092,7,Single,Graduate,6,29811,Auto Loan,1327488,36,12.31,44288,Good,1,0.38,96,99,1,2552260,1412762,0.55,3,0,0,0,0,118,4,695117,0,104,0,0,1557705.29096709,0.85,0,0,,2020-08-07,Active,702550,Monthly,239030,164997,71740,0.1145,4,70,9,0.9018,0,0,0,Current,Current,1,32,Vehicle,,4.0,Tier-3,Yes,2,7,56,2092725,51
557,LOAN00557,45,735859,6,Single,Postgraduate,23,463055,Personal Loan,1736359,48,10.55,44498,Good,0,0.28,89,77,6,1238415,1067486,0.86,3,0,0,0,0,93,3,485782,1,189,0,0,,,0,0,,2020-02-13,Active,560063,Monthly,78472,49301,14509,0.311,3,22,4,0.9163,0,0,0,Current,Current,3,39,,,,,,5,6,34,1126209,54
558,LOAN00558,23,592904,24,Single,High School,19,530413,Home Loan,1480170,12,20.97,137802,Average,1,0.17,44,91,0,533628,448543,0.84,2,1,0,0,0,52,1,202898,1,79,0,0,1611367.493528188,0.92,0,0,,2020-06-22,Active,208260,Monthly,183811,134542,13699,0.5735,3,34,9,0.9764,0,0,0,Current,Current,3,21,Property,Commercial,,Tier-2,No,5,6,32,318748,9
559,LOAN00559,32,1562009,24,Single,High School,10,645059,Personal Loan,1277944,24,17.98,63787,Average,0,0.28,74,57,7,2054869,559747,0.27,1,0,0,0,0,26,2,320499,0,117,0,0,,,0,0,,2022-08-07,Active,376537,Monthly,63960,47712,98984,0.2223,0,56,0,0.8029,1,0,0,Current,Current,2,39,,,,,,2,3,46,2248370,57
560,LOAN00560,50,1225113,15,Single,Postgraduate,3,621597,Personal Loan,272034,60,21.59,7450,Average,1,0.47,82,67,3,2904614,732240,0.25,3,1,0,0,0,45,0,612512,1,91,0,0,,,0,0,,2021-06-28,Active,494306,Monthly,123473,108787,42677,0.3326,3,53,7,0.8933,0,0,0,Current,Current,3,16,,,,,,0,3,49,2303982,37
561,LOAN00561,28,470779,22,Married,Postgraduate,8,37145,Education Loan,1514913,36,14.96,52485,Poor,8,0.77,19,8,6,1328332,294630,0.22,8,2,3,2,3,254,9,25604,7,156,120,5,,,1,1,2024-01-25,2021-08-26,Default,28051,Bi-Monthly,142230,87191,41127,0.122,26,8,9,0.1736,10,120,120,90+ DPD,61-90 DPD,0,29,,,,,,3,9,16,1467051,31
562,LOAN00562,40,2130722,3,Single,Graduate,14,253210,Home Loan,1526272,60,21.47,41695,Good,1,0.23,63,67,9,2468939,1866091,0.76,1,0,0,0,0,13,2,348790,1,181,0,0,1646947.283030898,0.93,0,0,,2021-01-19,Active,327379,Monthly,118768,107737,15837,0.1787,2,6,7,0.9907,0,0,0,Current,Current,1,2,Property,Residential,,Tier-1,Yes,0,5,15,2548077,21
563,LOAN00563,55,1576964,6,Married,Graduate,19,169582,Business Loan,1038450,24,9.72,47785,Average,0,0.55,81,71,10,2638345,1298181,0.49,1,1,0,0,0,269,2,425796,1,195,0,0,1312663.226827631,0.79,0,0,,2021-10-05,Active,454515,Bi-Monthly,60485,44811,73297,0.2581,3,68,1,0.8375,0,0,0,Current,Current,2,27,Property,Residential,,Tier-3,Yes,0,4,58,1863906,14
