Loan_ID,Customer_ID,Loan_Type,Loan_Amount,Loan_Tenure_Months,Interest_Rate_Pct,EMI_Amount,Processing_Fee,Disbursal_Date,Loan_Status,Default,Age,Income_INR,Employment_Years,Marital_Status,Education_Level,Credit_History_Length,Savings_Account_Balance,Checking_Account_Balance,No_of_Open_Accounts,No_of_Closed_Accounts,Total_Credit_Limit,Total_Current_Balance,Credit_Utilization_Ratio,No_of_Inquiries_6M,No_of_Inquiries_12M,DPD_30,DPD_60,DPD_90,Worst_Current_Status,Months_Since_Most_Recent_Delinquency,Max_Credit_Exposure,Oldest_Trade_Open_Months,Newest_Trade_Open_Months,Pay_History,Delinquency_12M,Credit_Card_Utilization,Behavior_Spending_Score,Behavior_Repayment_Score,Avg_Balance_6M,Avg_Balance_3M,Salary_Credit_Frequency,Avg_Monthly_Salary_Credit,Monthly_Spend,Cash_Withdrawal_3M,Merchant_Spend_Pct,Bounce_Count_6M,Negative_Balance_Days,Transaction_Count_3M,UPI_Txn_Count_3M,ECS_Mandate_Count,Pay_History_repay,Paid_On_Time_Pct,Late_Payment_Count_12M,Missed_Payment_Count,Max_DPD_3M,Max_DPD_6M,Max_DPD_12M,Current_DPD_Bucket,Prev_DPD_Bucket,Prepayment_Count,Total_EMI_Paid,Collateral_Type,Collateral_Value,LTV_Ratio,Property_Type,Vehicle_Age_Years,Collateral_Location_Tier,Collateral_Insurance
LOAN00124,124,Personal Loan,730857,24,8.64,33268,10320,2021-10-23,Active,0,24,2403089,11,Single,High School,15,543706,486125,11,4,407264,954285,0.04,3,3,0,0,0,3,47,975206,140,50,Good,2,0.49,12,72,500027,521624,Monthly,218507,138730,33601,0.7064,2,2,121,16,6,Good,0.8431,2,1,0,0,60,Current,Current,0,46,,,,,,,
LOAN00125,125,Auto Loan,1060073,48,7.0,25384,14923,2020-08-12,NPA,1,36,688692,4,Married,Graduate,5,300547,351234,10,2,2942395,341536,0.77,0,1,0,0,0,3,47,907762,109,26,Good,1,0.05,39,36,392028,416286,Monthly,60850,70274,90261,0.776,6,5,63,12,4,Good,0.9196,1,0,0,90,90,Current,61-90 DPD,0,20,Vehicle,1461516.0,0.7253,,0.0,Tier-2,No
LOAN00126,126,Auto Loan,351399,24,10.5,16296,5084,2019-01-23,Active,0,51,2241793,27,Single,Postgraduate,5,571059,62233,3,6,718804,800617,0.63,2,2,0,0,0,1,57,1815853,236,33,Good,0,0.92,5,2,610877,627302,Monthly,175343,138022,183076,0.182,3,2,119,92,0,Good,0.8081,0,0,0,60,60,Current,31-60 DPD,2,63,Vehicle,583204.0,0.6025,,6.0,Tier-3,Yes
LOAN00127,127,Business Loan,766544,24,15.52,37356,12643,2022-04-14,Default,1,50,381911,10,Divorced,Graduate,5,665623,233001,3,2,858282,2128892,0.72,1,5,0,0,0,0,4,1344528,26,26,Good,0,0.24,11,28,673910,684496,Monthly,33791,18703,62666,0.5261,6,4,175,43,0,Good,0.8501,0,0,0,0,15,Current,Current,0,49,Commercial Property,1046512.0,0.7325,,,Tier-1,Yes
LOAN00128,128,Home Loan,60268,60,14.8,1427,763,2019-04-08,NPA,1,31,1793314,2,Divorced,PhD,4,947259,411195,7,6,1286385,2313143,0.74,3,4,0,0,0,0,49,1709878,33,33,Good,1,0.38,26,6,1006740,1017743,Monthly,158318,155626,101254,0.4844,2,10,110,27,3,Good,0.9729,1,1,0,90,90,Current,61-90 DPD,0,65,Residential Property,81795.0,0.7368,Villa,,Tier-1,Yes
LOAN00129,129,Business Loan,301754,60,12.99,6864,3461,2020-11-22,NPA,1,55,1434578,23,Divorced,PhD,19,427905,402151,10,4,2594482,2483155,0.49,0,0,1,1,0,0,19,1196265,137,37,Good,1,0.03,52,16,463129,476696,Monthly,118290,111604,96534,0.6178,3,11,39,30,9,Good,0.9875,1,1,30,30,30,31-60 DPD,1-30 DPD,0,44,Commercial Property,334269.0,0.9027,,,Tier-1,No
LOAN00130,130,Education Loan,1547909,48,8.91,38453,17260,2020-03-19,NPA,1,47,1838067,1,Single,Postgraduate,17,890597,26073,4,4,1251180,1051212,0.32,3,6,0,0,0,0,46,277059,217,53,Good,5,0.02,1,38,988601,958730,Monthly,165831,197058,35114,0.6703,2,19,148,57,5,Good,0.9826,5,4,0,0,15,Current,Current,0,40,,,,,,,
LOAN00131,131,Personal Loan,682209,48,11.9,17931,5066,2021-02-11,Closed,0,27,2381830,2,Married,Postgraduate,5,454906,356331,6,6,1723287,106857,0.85,4,4,0,0,0,0,30,209621,51,27,Good,0,0.84,14,4,414683,439631,Bi-Monthly,189646,220026,75795,0.2648,0,4,170,15,4,Good,0.9934,0,0,0,15,15,Current,Current,0,53,,,,,,,
LOAN00132,132,Home Loan,688443,60,8.97,14280,8490,2021-03-28,NPA,1,54,1995324,24,Married,High School,6,291269,488975,9,1,1761623,846960,0.26,0,2,0,0,0,2,22,1868279,163,44,Good,0,0.11,57,13,311127,304637,Monthly,157408,168388,54715,0.2458,4,14,156,85,4,Good,0.9021,0,0,0,0,90,Current,Current,0,61,Residential Property,823250.0,0.8363,Independent House,,Tier-1,Yes
LOAN00133,133,Education Loan,903788,36,15.48,31542,8975,2020-11-20,Closed,0,32,1820207,0,Married,Postgraduate,1,146889,424120,10,3,2703156,1435233,0.13,4,9,0,0,0,1,52,1200821,211,49,Good,2,0.43,74,53,237819,231417,Monthly,156362,100731,17270,0.3944,2,1,59,30,5,Good,0.9051,2,2,0,0,0,Current,Current,0,20,,,,,,,
LOAN00134,134,Home Loan,1191271,12,8.27,103775,10179,2021-03-28,Active,0,51,1719832,0,Single,Graduate,16,941688,463925,4,4,2467368,731960,0.31,1,3,0,0,0,0,50,1513090,183,17,Average,5,0.43,91,21,1016646,993265,Irregular,142082,113327,116652,0.2419,2,4,84,81,2,Average,0.8492,5,4,0,0,60,Current,Current,0,66,Residential Property,1638474.0,0.7271,Plot,,Tier-1,Yes
LOAN00135,135,Home Loan,572389,72,11.27,10974,9264,2021-03-01,Active,0,27,2110764,9,Single,Graduate,18,328855,285163,9,4,845121,2377865,0.79,0,2,0,0,0,1,48,371192,45,11,Average,1,0.28,34,39,399271,425628,Bi-Monthly,170803,101116,6106,0.7448,1,0,125,29,3,Average,0.7158,1,1,0,15,15,Current,Current,2,56,Residential Property,913502.0,0.6266,Independent House,,Tier-1,Yes
LOAN00136,136,Business Loan,1485055,24,9.04,67871,13809,2021-04-28,NPA,1,36,467821,26,Married,Graduate,8,644734,353611,9,7,1229117,2427190,0.38,4,8,1,1,1,0,27,675333,219,35,Average,2,0.87,36,2,738073,711325,Irregular,37173,22577,147432,0.656,6,18,105,66,6,Average,0.6546,2,2,60,60,60,61-90 DPD,31-60 DPD,0,19,Inventory,2300449.0,0.6456,,,Tier-1,Yes
LOAN00137,137,Business Loan,1720147,12,13.39,153953,34178,2021-01-29,Default,1,52,2052855,23,Married,Postgraduate,1,273144,444201,10,2,2607887,1467377,0.32,3,5,0,0,0,0,27,1553303,78,27,Average,3,0.47,71,66,241745,219936,Monthly,178256,81138,12511,0.5705,7,13,15,25,6,Average,0.7618,3,2,0,0,0,Current,Current,0,67,Inventory,2667603.0,0.6448,,,Tier-1,Yes
LOAN00138,138,Auto Loan,537635,36,15.71,18824,4498,2021-12-30,Active,0,24,1243433,11,Single,Postgraduate,13,191618,450593,1,2,2479317,634811,0.35,0,3,2,1,1,1,30,1195024,49,21,Average,0,0.16,30,69,175078,185336,Bi-Monthly,111405,107337,53738,0.3666,1,0,80,87,3,Average,0.6687,0,0,90,90,90,90+ DPD,61-90 DPD,1,55,Vehicle,730669.0,0.7358,,0.0,Tier-1,Yes
LOAN00139,139,Auto Loan,202204,36,11.6,6677,1361,2019-07-09,Closed,0,32,1821147,18,Married,Graduate,2,88256,33611,1,4,2225006,707013,0.4,3,8,0,0,0,0,23,1055109,82,44,Poor,3,0.91,86,49,114461,92722,Irregular,157404,103909,21606,0.6198,1,4,59,6,4,Poor,0.3701,3,3,0,0,30,Current,Current,0,59,Vehicle,336763.0,0.6004,,5.0,Tier-2,Yes
LOAN00140,140,Home Loan,1351198,48,14.3,37127,17551,2020-01-07,Default,1,49,989470,28,Married,PhD,8,244333,313602,4,0,1619614,609177,0.82,1,5,1,1,0,0,42,1276840,209,30,Good,4,0.56,80,73,269023,268886,Monthly,78072,41926,79068,0.6262,7,7,176,16,2,Good,0.925,4,3,30,30,90,31-60 DPD,1-30 DPD,0,27,Residential Property,1525427.0,0.8858,Apartment,,Tier-2,No
LOAN00141,141,Personal Loan,1805557,12,12.19,160582,16749,2019-03-18,NPA,1,27,1705065,5,Single,Postgraduate,1,666699,5086,3,7,706058,669309,0.08,3,3,0,0,0,0,30,1173724,164,32,Poor,0,0.29,45,71,687791,690183,,155019,104572,5980,0.5755,6,18,120,49,5,Poor,0.3164,0,0,0,0,0,Current,Current,0,15,,,,,,,
LOAN00142,142,Auto Loan,1997751,36,12.86,67177,22256,2021-02-02,NPA,1,28,1210721,3,Married,Graduate,2,953190,187654,11,2,1826782,984769,0.16,2,3,0,0,0,0,12,1405626,226,5,Poor,1,0.25,99,39,971338,965006,Bi-Monthly,93138,85246,184875,0.8503,2,11,37,46,6,Poor,0.5646,1,1,0,30,30,Current,1-30 DPD,0,33,Vehicle,2537777.0,0.7872,,3.0,Tier-2,No
LOAN00143,143,Education Loan,1696082,60,12.69,38322,10633,2021-03-27,Closed,0,41,1691551,28,Married,PhD,3,260972,307864,1,1,1200195,1589060,0.73,0,5,0,0,0,1,17,696628,116,7,Average,0,0.92,85,44,243589,268607,Monthly,131617,68545,29264,0.2446,2,4,125,12,3,Average,0.5611,0,0,0,0,15,Current,Current,0,31,,,,,,,
LOAN00144,144,Personal Loan,1552637,36,9.71,49888,21425,2021-06-28,Active,0,62,200647,2,Married,Postgraduate,1,183410,126700,2,5,1842656,713287,0.6,4,5,2,1,1,0,19,684805,225,38,Good,3,0.18,47,86,232104,226350,Monthly,16410,17195,26007,0.8029,1,2,168,72,7,Good,0.8828,3,3,90,90,90,90+ DPD,61-90 DPD,0,19,,,,,,,
LOAN00145,145,Auto Loan,856370,36,9.87,27580,5992,2020-04-16,Active,0,46,1262235,5,Married,Graduate,5,307387,107704,5,0,945982,513755,0.04,3,5,0,0,0,0,31,77552,182,1,Average,0,0.31,59,4,300717,305415,Monthly,109697,109066,21755,0.4387,0,2,133,81,8,Average,0.6331,0,0,0,30,30,Current,1-30 DPD,1,41,Vehicle,1409659.0,0.6075,,0.0,Tier-2,No
LOAN00146,146,Personal Loan,709984,36,13.56,24114,12964,2020-09-29,Active,0,55,1040229,5,Single,High School,12,434957,497723,3,2,1974433,1910864,0.18,3,6,1,0,0,0,15,234681,128,58,Average,3,0.1,100,25,490097,476485,Monthly,93521,42891,34580,0.5191,2,4,66,97,1,Average,0.7828,3,2,15,30,90,1-30 DPD,1-30 DPD,3,60,,,,,,,
LOAN00147,147,Personal Loan,1086465,48,13.25,29282,13284,2022-09-02,NPA,1,28,1779943,27,Single,Graduate,13,671987,145689,3,7,1020723,222668,0.07,0,4,0,0,0,0,58,873449,23,2,Poor,0,0.62,26,81,736529,728054,Monthly,139650,88796,118233,0.4141,4,14,26,5,1,Poor,0.3884,0,0,0,0,90,Current,Current,0,38,,,,,,,
LOAN00148,148,Home Loan,1163014,24,16.08,56989,8766,2020-04-07,Closed,0,42,406028,24,Married,Graduate,7,311343,459456,10,0,1580506,1750632,0.65,0,1,2,1,1,1,59,1340432,102,58,Poor,0,0.73,60,49,326742,327383,Irregular,36486,28640,87750,0.804,0,4,117,66,3,Poor,0.4017,0,0,60,60,90,61-90 DPD,31-60 DPD,0,4,Residential Property,1641062.0,0.7087,Independent House,,Tier-1,Yes
LOAN00149,149,Auto Loan,1355542,48,16.71,38911,18291,2022-08-31,Closed,0,26,1980394,26,Divorced,Graduate,5,906520,264302,7,6,2195115,70208,0.38,0,0,1,0,0,0,7,258909,133,5,Good,0,0.22,12,53,945644,937554,,168004,177970,234136,0.2413,2,4,172,90,1,Good,0.8521,0,0,15,15,15,1-30 DPD,Current,0,9,Vehicle,2369535.0,0.5721,,10.0,Tier-1,Yes
LOAN00150,150,Home Loan,312508,60,12.19,6981,2711,2020-09-28,Active,0,51,1480452,13,Married,Postgraduate,19,694076,282929,2,2,1045166,975936,0.86,1,5,0,0,0,1,40,1457408,235,37,Average,0,0.33,68,79,740939,725959,Monthly,130724,84588,192530,0.3628,1,4,101,99,0,Average,0.644,0,0,0,15,15,Current,Current,1,46,Residential Property,411955.0,0.7586,Independent House,,Tier-1,Yes
LOAN00151,151,Auto Loan,1453354,48,14.69,40219,14150,2019-08-05,Active,0,22,1432669,24,Married,Graduate,12,111400,461728,11,5,620159,1627265,0.24,1,1,0,0,0,0,1,1945116,131,3,Good,0,0.76,86,90,105423,132243,Monthly,127336,145972,19959,0.2524,1,3,13,70,3,Good,0.9195,0,0,0,15,15,Current,Current,2,17,Vehicle,2127553.0,0.6831,,4.0,Tier-3,No
LOAN00152,152,Personal Loan,1428617,36,11.53,47130,9222,2022-11-09,Active,0,42,1185931,3,Divorced,Postgraduate,15,652685,372801,4,2,650908,2146724,0.8,3,6,0,0,0,0,34,1441211,102,4,Good,0,0.55,76,57,643018,613565,Irregular,90475,88930,131188,0.5753,2,3,42,14,2,Good,0.9,0,0,0,90,90,Current,61-90 DPD,1,4,,,,,,,
LOAN00153,153,Home Loan,441132,36,12.72,14804,3364,2020-10-04,Active,0,55,2165069,28,Single,PhD,15,861355,415853,3,3,1039619,1450444,0.58,0,3,0,0,0,0,15,455791,93,33,Good,1,0.7,5,34,865000,844619,Monthly,180980,114718,17907,0.63,2,2,68,41,6,Good,0.8719,1,0,0,30,30,Current,1-30 DPD,0,65,Residential Property,557081.0,0.7919,Villa,,Tier-1,No
LOAN00154,154,Auto Loan,1680346,36,12.4,56133,19437,2020-03-23,Default,1,60,296530,13,Single,Graduate,3,464004,160236,7,6,1031395,774209,0.57,2,7,2,2,1,3,43,1788030,26,10,Poor,3,0.3,90,88,474746,471952,Monthly,23265,13233,47933,0.2918,7,18,54,43,1,Poor,0.237,3,3,90,90,90,90+ DPD,61-90 DPD,0,63,Vehicle,2471226.0,0.68,,2.0,Tier-2,No
LOAN00155,155,Auto Loan,1648965,60,14.25,38582,31452,2022-12-28,NPA,1,21,1629063,5,Divorced,Postgraduate,15,134560,95237,6,5,1439317,275627,0.65,0,5,0,0,0,0,42,1866723,11,11,Poor,3,0.77,74,11,93160,115825,Monthly,148289,112552,23231,0.3404,6,18,115,29,8,Poor,0.5539,3,3,0,0,60,Current,Current,0,46,Vehicle,2553524.0,0.6458,,4.0,Tier-1,Yes
LOAN00156,156,Business Loan,1919792,12,14.01,172381,15226,2022-10-12,Active,0,27,722046,18,Single,High School,7,577784,328501,4,6,2884904,1158313,0.6,0,4,0,0,0,0,50,1977043,138,30,Good,0,1.0,86,44,577915,604859,Irregular,58305,63788,104748,0.6138,2,2,148,7,1,Good,0.9146,0,0,0,30,30,Current,1-30 DPD,0,51,Machinery,3025285.0,0.6346,,,Tier-1,Yes
LOAN00157,157,Auto Loan,680049,36,12.39,22714,6106,2022-12-28,Active,0,44,289139,9,Married,High School,7,804420,413427,2,3,254087,288150,0.5,3,4,2,1,1,3,32,1440199,13,13,Average,0,0.5,26,11,821783,844657,,24227,13073,77272,0.5477,3,3,96,99,9,Average,0.7616,0,0,90,90,90,90+ DPD,61-90 DPD,1,23,Vehicle,1219310.0,0.5577,,10.0,Tier-2,Yes
LOAN00158,158,Personal Loan,1894578,12,8.51,165253,19089,2020-05-26,NPA,1,39,1517741,5,Married,Graduate,18,964205,253875,7,3,1244606,1106178,0.97,2,7,1,1,1,0,25,62056,169,16,Good,0,0.25,10,68,995670,999737,Monthly,132850,125412,24207,0.6988,7,13,162,78,1,Good,0.9522,0,0,90,90,90,90+ DPD,61-90 DPD,0,7,,,,,,,
LOAN00159,159,Business Loan,156994,36,13.63,5337,2959,2021-02-24,Active,0,29,1662112,29,Single,High School,14,652453,3445,5,5,2885872,2152992,0.7,1,2,1,0,0,1,3,1924205,84,35,Poor,1,0.09,16,41,724181,703420,Bi-Monthly,127795,146338,98967,0.7437,0,0,145,99,2,Poor,0.3422,1,0,15,15,90,1-30 DPD,Current,0,54,Commercial Property,246533.0,0.6368,,,Tier-2,Yes
LOAN00160,160,Personal Loan,1449066,24,12.67,68666,25456,2020-08-29,NPA,1,43,732615,6,Single,High School,14,483444,325064,11,1,613345,262345,0.89,2,3,0,0,0,0,58,1052098,35,23,Poor,4,0.31,17,94,435547,415892,Monthly,55727,34177,37177,0.4039,3,12,168,1,6,Poor,0.4697,4,3,0,60,60,Current,31-60 DPD,0,54,,,,,,,
LOAN00161,161,Home Loan,123706,36,8.53,3906,1584,2021-06-16,Default,1,48,1910336,25,Divorced,PhD,17,776550,201172,6,7,602376,1077266,0.57,4,9,0,0,0,3,41,1413022,86,14,Poor,0,0.82,92,57,822696,811566,Monthly,147699,76285,11221,0.3271,2,15,91,72,6,Poor,0.4806,0,0,0,30,30,Current,1-30 DPD,0,12,Residential Property,196645.0,0.6291,Apartment,,Tier-2,Yes
LOAN00162,162,Business Loan,1001410,24,16.62,49329,13039,2019-06-14,Active,0,25,643843,2,Divorced,Postgraduate,9,992331,438579,6,6,248251,1611355,0.97,4,8,1,0,0,0,14,209031,169,3,Poor,4,0.58,18,74,963878,990308,Monthly,52369,38495,222364,0.3514,2,0,29,44,0,Poor,0.2552,4,4,15,30,30,1-30 DPD,1-30 DPD,0,45,Commercial Property,1252577.0,0.7995,,,Tier-2,Yes
LOAN00163,163,Business Loan,598624,60,12.89,13586,10489,2021-06-15,Default,1,36,2315701,22,Divorced,Graduate,16,838651,38685,7,0,215759,359197,0.1,0,1,0,0,0,1,17,1935274,136,1,Poor,0,0.8,38,34,913817,923495,Monthly,189611,160051,99440,0.7946,6,9,78,15,1,Poor,0.4666,0,0,0,15,15,Current,Current,0,1,Machinery,792183.0,0.7557,,,Tier-3,No
LOAN00164,164,Education Loan,286784,36,9.3,9159,3387,2021-05-12,Active,0,53,1123845,8,Married,Graduate,17,377040,411642,6,7,1421111,923315,0.66,2,6,2,1,0,0,8,1863944,54,8,Poor,1,0.87,58,68,349348,373407,Monthly,101905,64830,24989,0.4636,3,4,111,3,4,Poor,0.2457,1,1,30,30,30,31-60 DPD,1-30 DPD,1,43,,,,,,,
LOAN00165,165,Auto Loan,1931895,72,16.41,42343,38190,2020-06-08,Active,0,22,1224164,9,Divorced,Graduate,14,394600,226399,10,1,395220,232075,0.39,3,3,0,0,0,1,16,1786796,130,40,Good,1,0.39,33,16,477605,448554,Irregular,109917,93715,65187,0.2594,2,3,177,24,4,Good,0.9134,1,1,0,60,60,Current,31-60 DPD,2,26,Vehicle,3325429.0,0.5809,,4.0,Tier-3,No
LOAN00166,166,Business Loan,786358,48,15.12,21932,14012,2019-05-23,Default,1,44,1614621,17,Married,Postgraduate,1,924249,111955,8,1,2211983,703654,0.66,4,6,0,0,0,0,50,1371782,225,16,Poor,0,0.22,30,96,1013037,1014923,Monthly,126649,94519,164281,0.4207,2,5,21,0,1,Poor,0.377,0,0,0,90,90,Current,61-90 DPD,0,10,Machinery,917969.0,0.8566,,,Tier-1,No
LOAN00167,167,Personal Loan,82114,72,8.96,1478,1133,2021-10-27,Closed,0,37,656268,6,Single,High School,16,200741,381364,9,6,217170,1669047,0.74,4,9,0,0,0,2,15,120579,136,11,Good,2,0.94,96,12,247166,247237,Irregular,59247,50677,56470,0.6774,1,2,67,76,6,Good,0.8376,2,2,0,30,60,Current,1-30 DPD,1,6,,,,,,,
LOAN00168,168,Home Loan,448038,24,11.17,20917,3435,2020-08-23,Default,1,42,310857,24,Single,Graduate,4,339218,440914,10,7,2556106,701863,0.75,4,9,1,0,0,3,38,1812582,124,23,Poor,0,0.0,81,32,382978,409706,Monthly,24357,24371,68517,0.338,5,18,134,49,0,Poor,0.5882,0,0,15,15,15,1-30 DPD,Current,0,63,Residential Property,771197.0,0.581,Independent House,,Tier-1,No
LOAN00169,169,Auto Loan,825994,24,11.52,38697,15912,2022-11-03,Default,1,32,2252466,1,Divorced,High School,16,43783,406606,11,4,1341527,665634,0.37,4,4,0,0,0,2,40,1147137,101,27,Good,0,0.39,54,61,55764,77184,Monthly,195841,86250,12945,0.438,2,16,27,96,1,Good,0.87,0,0,0,0,30,Current,Current,0,29,Vehicle,1155781.0,0.7147,,0.0,Tier-1,Yes
LOAN00170,170,Personal Loan,783900,48,13.33,21158,10280,2020-10-18,Default,1,24,1951933,3,Divorced,Postgraduate,4,696173,238523,1,4,1467186,525635,0.99,3,7,1,1,1,0,47,487558,40,22,Poor,4,0.93,7,69,686785,709234,Monthly,166479,116509,71595,0.3716,3,8,96,76,8,Poor,0.2785,4,4,90,90,90,90+ DPD,61-90 DPD,0,41,,,,,,,
LOAN00171,171,Business Loan,353242,24,12.38,16691,2960,2021-09-04,Closed,0,51,1406562,23,Single,High School,11,521490,129584,5,3,2721907,2169213,0.02,0,5,1,1,1,0,28,59886,194,13,Average,0,0.72,82,53,608349,579429,Monthly,122631,116808,17001,0.4366,2,1,101,21,1,Average,0.8062,0,0,60,60,90,61-90 DPD,31-60 DPD,2,17,Machinery,428488.0,0.8244,,,Tier-1,Yes
LOAN00172,172,Personal Loan,1296605,24,16.64,63883,24171,2021-12-28,Default,1,40,2426633,19,Married,PhD,13,976083,333420,8,5,2502512,342038,0.41,3,6,1,1,1,2,53,537321,119,33,Poor,0,0.75,92,92,1042368,1016588,Monthly,196087,145320,83232,0.2802,6,7,98,20,6,Poor,0.2382,0,0,60,60,60,61-90 DPD,31-60 DPD,0,3,,,,,,,
LOAN00173,173,Personal Loan,695295,36,10.38,22559,8378,2019-09-18,Default,1,54,1888085,24,Married,High School,16,234231,302556,10,0,2581804,310373,0.41,0,0,0,0,0,2,2,1084658,159,48,Poor,5,0.96,98,26,267388,239469,Monthly,165847,182152,29152,0.2784,7,14,93,31,7,Poor,0.4676,5,5,0,0,0,Current,Current,0,50,,,,,,,
LOAN00174,174,Business Loan,1107934,72,10.27,20676,21553,2020-06-09,Closed,0,31,1984351,3,Single,Graduate,14,648977,466322,3,7,509070,1464432,0.5,2,2,0,0,0,0,26,1624491,127,53,Good,1,0.73,42,74,748500,740459,Monthly,157457,125194,200697,0.6265,1,2,106,76,5,Good,0.8087,1,1,0,60,60,Current,31-60 DPD,3,12,Commercial Property,1597093.0,0.6937,,,Tier-2,Yes
LOAN00175,175,Education Loan,1200460,12,10.69,105925,22926,2021-06-01,Default,1,35,1626274,28,Married,Graduate,12,529133,77458,1,6,1225982,420780,0.4,3,8,1,1,1,0,20,201419,54,9,Good,5,0.36,100,59,625717,645785,,132992,82184,32492,0.5399,3,12,116,82,5,Good,0.8829,5,4,60,60,60,61-90 DPD,31-60 DPD,0,61,,,,,,,
LOAN00176,176,Personal Loan,760242,36,17.8,27408,10881,2020-08-18,Default,1,52,595493,14,Married,Postgraduate,3,429432,21246,3,7,1966956,2460012,0.52,1,5,1,1,0,1,30,1694260,159,7,Average,2,1.0,7,16,392787,392918,Monthly,45806,22431,69783,0.7023,5,15,56,76,4,Average,0.6668,2,1,30,30,60,31-60 DPD,1-30 DPD,0,52,,,,,,,
LOAN00177,177,Education Loan,1284698,24,12.73,60914,21104,2021-04-18,NPA,1,26,209540,27,Divorced,Graduate,1,71341,340285,7,7,104905,2389926,0.9,4,5,1,0,0,2,5,710757,126,56,Good,1,0.02,2,87,27026,56088,Monthly,17473,18670,11893,0.3331,2,11,179,87,5,Good,0.8093,1,0,15,15,15,1-30 DPD,Current,0,47,,,,,,,
LOAN00178,178,Auto Loan,1387383,60,8.06,28170,19570,2022-09-10,Default,1,50,1275141,23,Married,High School,15,818356,186150,3,6,1977085,2284038,0.05,3,8,0,0,0,2,40,211035,26,12,Poor,1,0.9,41,31,773922,787806,Irregular,108506,44153,142693,0.2861,4,14,86,3,5,Poor,0.5432,1,1,0,0,60,Current,Current,0,23,Vehicle,2018650.0,0.6873,,9.0,Tier-2,Yes
LOAN00179,179,Education Loan,1542020,36,7.0,47613,26659,2022-06-05,Active,0,31,993248,17,Married,Graduate,7,397103,182130,8,1,2070991,940061,0.95,1,3,0,0,0,1,36,1058444,225,29,Good,2,0.75,18,74,485243,493302,Monthly,83646,55053,67770,0.3921,3,3,147,57,8,Good,0.8139,2,1,0,0,60,Current,Current,0,29,,,,,,,
LOAN00180,180,Auto Loan,1275854,72,8.24,22519,20523,2019-11-23,NPA,1,37,1772712,27,Single,High School,18,436514,363550,2,5,1660802,821216,0.3,2,4,0,0,0,1,40,1171515,232,15,Average,0,0.65,66,22,411235,438079,Monthly,149023,109856,80615,0.2406,2,6,50,98,3,Average,0.5566,0,0,0,0,0,Current,Current,0,2,Vehicle,1461298.0,0.8731,,8.0,Tier-2,Yes
LOAN00181,181,Auto Loan,1517087,36,9.24,48412,28449,2020-08-01,NPA,1,44,1458472,7,Married,Postgraduate,13,478480,256710,7,6,1951017,1614673,0.83,4,8,0,0,0,0,26,1321563,211,4,Average,3,0.95,84,5,487694,460937,Monthly,132651,62689,64444,0.2198,6,19,139,51,6,Average,0.6794,3,3,0,15,60,Current,Current,0,46,Vehicle,1954807.0,0.7761,,4.0,Tier-2,Yes
LOAN00182,182,Business Loan,1839204,72,9.03,33180,10213,2021-02-15,Active,0,21,777741,26,Single,Graduate,12,36492,347589,6,0,1638900,839112,0.27,0,0,1,0,0,2,29,395233,214,53,Average,2,0.07,10,81,37629,32176,Monthly,62584,53258,6822,0.0859,1,1,166,68,1,Average,0.8215,2,1,15,15,15,1-30 DPD,Current,1,1,Machinery,2693729.0,0.6828,,,Tier-2,Yes
LOAN00183,183,Personal Loan,657736,24,7.41,29570,5568,2022-10-21,Active,0,28,2159885,3,Married,Postgraduate,13,616359,164512,2,7,514087,253287,0.48,4,8,0,0,0,0,22,1704802,10,10,Average,2,0.74,18,8,637478,609091,Monthly,189218,198378,150140,0.4011,3,3,98,44,9,Average,0.7416,2,1,0,15,15,Current,Current,0,31,,,,,,,
LOAN00184,184,Home Loan,757193,24,9.29,34693,5703,2022-10-21,Closed,0,44,1286591,10,Married,PhD,1,201855,52772,8,7,450924,2410986,0.18,1,1,0,0,0,3,49,743858,221,14,Good,5,0.24,52,6,254221,234299,Bi-Monthly,97488,72697,59368,0.5066,2,0,161,70,7,Good,0.9212,5,4,0,0,15,Current,Current,0,69,Residential Property,945217.0,0.8011,Independent House,,Tier-1,Yes
LOAN00185,185,Education Loan,743316,60,8.65,15304,11194,2022-05-22,Default,1,57,1727567,24,Single,PhD,11,356234,147569,2,1,1930075,2140960,0.66,2,5,0,0,0,1,50,1871232,113,20,Average,1,0.43,26,60,325632,328340,Bi-Monthly,157765,138609,33597,0.6459,2,18,25,76,4,Average,0.6119,1,1,0,30,90,Current,1-30 DPD,0,65,,,,,,,
LOAN00186,186,Personal Loan,1731857,24,7.0,77539,22120,2022-06-21,Default,1,62,698468,1,Divorced,High School,8,214758,104439,10,7,2561929,2039925,0.58,1,1,2,2,2,0,57,346008,22,22,Poor,2,0.72,30,22,234604,260574,Irregular,55077,59190,49339,0.4489,4,6,92,87,5,Poor,0.3075,2,2,90,90,90,90+ DPD,61-90 DPD,0,46,,,,,,,
LOAN00187,187,Education Loan,375307,48,8.34,9222,7206,2022-09-27,NPA,1,46,1826882,8,Single,Postgraduate,14,81166,228766,4,7,2963443,1693219,0.5,4,4,0,0,0,0,16,372898,57,43,Average,2,0.88,42,68,65433,42668,Monthly,165691,117189,12249,0.686,4,5,89,86,5,Average,0.716,2,1,0,0,0,Current,Current,0,62,,,,,,,
