Customer_ID,Loan_ID,Age,Income_INR,Employment_Years,Marital_Status,Education_Level,Credit_History_Length,Savings_Account_Balance,Loan_Type,Loan_Amount,Loan_Tenure_Months,Interest_Rate_Pct,EMI_Amount,Pay_History,Delinquency_12M,Credit_Card_Utilization,Behavior_Spending_Score,Behavior_Repayment_Score,No_of_Open_Accounts,Total_Credit_Limit,Total_Current_Balance,Credit_Utilization_Ratio,No_of_Inquiries_6M,DPD_30,DPD_60,DPD_90,Worst_Current_Status,Oldest_Trade_Open_Months,Outstanding_Loans,Avg_Balance_6M,Bounce_Count_6M,Transaction_Count_3M,Max_DPD_12M,Missed_Payment_Count,Collateral_Value,LTV_Ratio,NPA_Flag,Default,Default_Date,Disbursal_Date,Loan_Status,Avg_Balance_3M,Salary_Credit_Frequency,Avg_Monthly_Salary_Credit,Monthly_Spend,Cash_Withdrawal_3M,Merchant_Spend_Pct,Negative_Balance_Days,UPI_Txn_Count_3M,ECS_Mandate_Count,Paid_On_Time_Pct,Late_Payment_Count_12M,Max_DPD_3M,Max_DPD_6M,Current_DPD_Bucket,Prev_DPD_Bucket,Prepayment_Count,Total_EMI_Paid,Collateral_Type,Property_Type,Vehicle_Age_Years,Collateral_Location_Tier,Collateral_Insurance,No_of_Closed_Accounts,No_of_Inquiries_12M,Months_Since_Most_Recent_Delinquency,Max_Credit_Exposure,Newest_Trade_Open_Months
677,LOAN00677,34,398736,28,Divorced,Postgraduate,4,474530,Personal Loan,602221,12,14.02,54077,Average,1,0.21,17,85,10,522128,327590,0.63,1,0,0,0,0,30,0,346664,1,103,0,0,,,0,0,,2021-05-28,Active,395248,Monthly,92468,48420,13955,0.1727,3,9,6,0.9027,1,0,0,Current,Current,0,4,,,,,,3,4,58,330270,28
388,LOAN00388,31,1495461,6,Single,High School,22,243049,Auto Loan,1549996,60,16.26,37907,Average,1,0.08,90,58,8,835743,494483,0.59,3,0,0,0,0,93,1,129259,1,137,0,0,2132139.12762624,0.73,0,0,,2021-03-03,Active,109707,Monthly,235114,185066,5390,0.1802,2,54,4,0.8541,1,0,0,Current,Current,2,56,Vehicle,,5.0,Tier-2,Yes,8,5,25,815330,14
61,LOAN00061,35,368353,27,Single,Graduate,17,791472,Personal Loan,1923744,84,11.54,33487,Good,0,0.06,51,64,6,1038492,203828,0.2,1,1,0,0,0,220,5,455219,0,120,0,0,,,0,0,,2020-06-08,Active,537884,Monthly,112524,67159,29347,0.7717,0,49,1,0.8832,0,0,0,Current,Current,3,55,,,,,,9,3,15,687417,58
456,LOAN00456,64,1859747,16,Married,Graduate,23,686805,Business Loan,204863,36,14.1,7011,Average,1,0.14,31,76,3,2856278,1485820,0.52,2,0,0,0,0,238,3,561387,1,28,0,0,276329.0140337531,0.74,0,0,,2020-12-23,Active,525569,Monthly,48335,42142,70486,0.7984,1,10,0,0.8836,0,0,0,Current,Current,3,35,Property,Commercial,,Tier-2,No,2,6,46,1497435,31
642,LOAN00642,29,882620,22,Married,High School,14,279286,Personal Loan,1097769,48,9.65,27658,Good,0,0.21,42,69,2,2493224,2101270,0.84,2,0,0,0,0,52,2,97281,1,144,0,0,,,0,0,,2021-07-09,Active,91349,Irregular,212513,161682,6166,0.5759,3,58,9,0.9357,0,0,0,Current,Current,0,27,,,,,,1,2,50,2499173,31
339,LOAN00339,50,578012,0,Married,Graduate,7,153822,Auto Loan,1287908,24,18.63,64690,Poor,6,0.96,53,27,3,581167,199251,0.34,8,2,3,1,3,14,2,68486,5,57,90,7,1667855.729098811,0.77,1,1,2022-12-29,2021-11-01,Default,72198,Bi-Monthly,41838,27895,27579,0.1387,7,8,1,0.2459,9,90,90,90+ DPD,90+ DPD,1,51,Vehicle,,2.0,Tier-2,No,3,11,0,480507,23
731,LOAN00731,26,1371653,13,Single,Graduate,18,89271,Personal Loan,1524489,60,17.76,38513,Good,1,0.45,95,84,7,2293744,1783710,0.78,1,1,0,0,0,156,3,552045,1,88,0,0,,,0,0,,2022-05-05,Active,464713,Bi-Monthly,20006,11371,84770,0.2729,1,28,8,0.9063,1,0,0,Current,Current,4,13,,,,,,0,5,31,1483455,34
922,LOAN00922,36,2237180,7,Single,High School,11,277538,Personal Loan,1122158,12,21.12,104553,Average,1,0.25,73,95,3,2693811,2076404,0.77,2,1,0,0,0,241,4,569629,0,154,0,0,,,0,0,,2022-03-06,Active,546582,Irregular,181679,103401,41562,0.3875,2,71,3,0.8295,0,0,0,Current,Current,4,56,,,,,,4,6,49,1409198,15
833,LOAN00833,50,1914836,16,Married,Graduate,20,412867,Auto Loan,1173200,12,20.45,108931,Average,1,0.5,82,79,11,2912648,364891,0.13,2,1,0,0,0,25,5,83568,1,83,0,0,1413799.692709315,0.83,0,0,,2020-08-17,Active,85966,Monthly,67991,45475,15539,0.555,3,20,6,0.9689,0,0,0,Current,Current,2,29,Vehicle,,3.0,Tier-1,Yes,4,2,53,2810618,21
316,LOAN00316,37,1380177,9,Single,High School,8,543796,Auto Loan,925069,12,18.18,84889,Good,0,0.11,16,73,2,2169861,1720718,0.79,3,1,0,0,0,200,0,403946,0,137,0,0,1325383.679691736,0.7,0,0,,2020-10-07,Active,385743,Irregular,146298,97421,48888,0.6081,0,54,3,0.9878,0,0,0,Current,Current,0,6,Vehicle,,6.0,Tier-3,Yes,9,6,20,2132264,51
313,LOAN00313,23,1592796,14,Married,Graduate,0,309084,Home Loan,1038901,36,16.49,36776,Good,1,0.2,19,93,6,1314936,773303,0.59,3,1,0,0,0,158,4,506006,0,188,0,0,1246388.994127563,0.83,0,0,,2020-08-22,Active,412722,Irregular,50243,36737,41294,0.6207,1,3,5,0.8573,0,0,0,Current,Current,2,7,Property,Commercial,,Tier-1,Yes,3,5,23,1232518,25
740,LOAN00740,30,2171635,8,Married,Graduate,1,64837,Home Loan,1434704,24,8.22,65031,Good,1,0.25,24,88,0,2927155,1414761,0.48,2,1,0,0,0,136,3,113320,1,156,0,0,1828008.621142023,0.78,0,0,,2020-09-22,Active,123622,Monthly,212457,174447,89337,0.1266,2,78,8,0.8892,1,0,0,Current,Current,1,17,Property,Residential,,Tier-3,Yes,1,3,46,1557486,4
540,LOAN00540,27,1654020,3,Single,Postgraduate,19,618824,Education Loan,147579,60,15.51,3550,Good,1,0.31,81,89,11,2152768,988668,0.46,3,0,0,0,0,12,3,650110,0,87,0,0,,,0,0,,2021-12-28,Active,646398,Monthly,194636,126546,72543,0.1399,1,1,8,0.869,0,0,0,Current,Current,3,48,,,,,,8,3,48,1969092,20
435,LOAN00435,28,793384,13,Married,Postgraduate,8,145511,Auto Loan,1680929,36,16.98,59912,Poor,6,0.76,10,28,5,673510,238673,0.35,2,2,2,1,2,85,5,58843,7,162,90,5,1974626.771195819,0.85,1,1,2023-01-20,2021-08-19,Default,51630,Monthly,38664,35343,12934,0.3445,23,62,6,0.3172,9,60,60,90+ DPD,61-90 DPD,3,56,Vehicle,,3.0,Tier-3,No,3,5,19,757783,5
391,LOAN00391,36,1149026,10,Single,High School,11,756216,Home Loan,280237,48,8.18,6865,Good,1,0.33,16,91,6,1348686,166344,0.12,0,1,0,0,0,253,1,452555,1,40,0,0,302256.0620504266,0.93,0,0,,2021-11-11,Active,459995,Bi-Monthly,135202,106244,41182,0.502,1,4,7,0.8453,1,0,0,Current,Current,1,3,Property,Residential,,Tier-2,Yes,1,2,35,820589,23
796,LOAN00796,32,1360511,16,Married,Graduate,10,504914,Auto Loan,1850751,36,13.2,62537,Average,0,0.53,83,71,0,1767615,680398,0.38,0,0,0,0,0,49,3,62280,1,86,0,0,2467169.053561012,0.75,0,0,,2022-05-17,Active,63468,Bi-Monthly,230179,138627,5014,0.2797,4,59,3,0.9834,0,0,0,Current,Current,4,41,Vehicle,,5.0,Tier-3,Yes,9,0,55,1889649,47
305,LOAN00305,45,2361513,15,Married,Postgraduate,4,785104,Home Loan,1283710,36,10.85,41935,Good,1,0.48,94,58,14,2102158,1885251,0.9,3,0,0,0,0,88,2,365973,1,151,0,0,1361559.305624455,0.94,0,0,,2021-08-01,Active,385612,Irregular,188285,132423,32953,0.5969,2,23,8,0.8457,1,0,0,Current,Current,0,42,Property,Commercial,,Tier-1,Yes,3,3,20,1160606,7
978,LOAN00978,25,1025691,9,Married,Graduate,11,599414,Home Loan,596764,12,20.14,55320,Average,0,0.45,76,81,5,1049408,237917,0.23,1,1,0,0,0,286,0,163099,1,22,0,0,742975.7494129874,0.8,0,0,,2021-04-23,Active,158817,Irregular,71168,42474,75523,0.7024,3,19,6,0.8391,1,0,0,Current,Current,0,56,Property,Residential,,Tier-1,No,7,2,17,1158136,37
627,LOAN00627,48,1350827,9,Single,High School,3,398001,Personal Loan,261921,84,19.63,5758,Good,0,0.18,46,64,0,2783150,1642820,0.59,0,1,0,0,0,190,3,481303,1,177,0,0,,,0,0,,2021-01-07,Active,562784,Irregular,108702,56905,55541,0.5422,2,50,5,0.8939,1,0,0,Current,Current,2,30,,,,,,0,3,27,1505442,13
530,LOAN00530,48,1976813,13,Single,High School,17,790150,Business Loan,1481375,36,10.36,48050,Good,1,0.1,98,55,9,1981567,660401,0.33,0,1,0,0,0,229,0,508061,0,75,0,0,1813896.594251546,0.82,0,0,,2021-05-16,Active,431252,Bi-Monthly,102299,75957,31942,0.1277,2,31,5,0.886,1,0,0,Current,Current,4,27,Property,Commercial,,Tier-3,Yes,7,1,28,1432172,54
837,LOAN00837,31,1605603,8,Divorced,High School,3,412444,Home Loan,429074,24,20.95,22037,Good,0,0.16,31,71,8,1664221,577853,0.35,1,0,0,0,0,45,4,453639,0,25,0,0,526940.6974900326,0.81,0,0,,2021-09-05,Active,519378,Monthly,94210,65851,47879,0.3423,2,60,4,0.825,1,0,0,Current,Current,0,58,Property,Residential,,Tier-2,Yes,0,5,36,1951015,46
676,LOAN00676,44,892992,14,Married,Graduate,4,263048,Education Loan,1437070,72,16.7,31729,Average,0,0.21,54,72,8,1888474,1053568,0.56,1,1,0,0,0,186,0,520833,0,158,0,0,,,0,0,,2020-11-05,Active,468105,Monthly,158312,99261,59217,0.6597,2,56,5,0.9799,1,0,0,Current,Current,2,26,,,,,,3,3,55,1073634,34
402,LOAN00402,51,1824114,28,Married,Postgraduate,2,424556,Home Loan,454314,60,8.89,9406,Average,1,0.4,45,87,4,2520594,361739,0.14,3,0,0,0,0,130,1,307138,1,109,0,0,473706.8591280056,0.96,0,0,,2022-01-26,Active,250711,Monthly,49521,40095,75301,0.6952,2,72,0,0.8277,1,0,0,Current,Current,1,29,Property,Commercial,,Tier-1,Yes,6,6,38,1735429,15
151,LOAN00151,39,1132966,17,Married,High School,13,756508,Personal Loan,123816,36,19.74,4585,Good,1,0.54,13,68,14,1220714,852428,0.7,2,0,0,0,0,63,0,667937,1,110,0,0,,,0,0,,2021-11-24,Active,660525,Monthly,77736,58640,54137,0.2431,2,6,2,0.8478,0,0,0,Current,Current,4,43,,,,,,5,6,46,663358,5
918,LOAN00918,44,423548,9,Single,Graduate,21,211576,Auto Loan,581764,72,19.63,13810,Average,0,0.07,98,64,3,1676588,173046,0.1,0,1,0,0,0,258,4,527476,0,44,0,0,627574.4417757856,0.93,0,0,,2021-09-15,Active,490107,Bi-Monthly,178174,138301,54391,0.1017,0,67,5,0.942,1,0,0,Current,Current,2,46,Vehicle,,7.0,Tier-1,Yes,7,1,29,918185,27
199,LOAN00199,42,1994199,19,Divorced,High School,22,664559,Business Loan,1841615,72,21.27,45478,Good,0,0.53,64,65,6,469028,315389,0.67,2,0,0,0,0,287,5,311821,0,104,0,0,2353759.280303293,0.78,0,0,,2021-11-21,Active,264043,Monthly,69635,58092,88518,0.2826,2,63,2,0.8078,1,0,0,Current,Current,1,58,Property,Commercial,,Tier-1,Yes,8,5,46,256407,15
597,LOAN00597,37,567014,1,Single,Postgraduate,18,57271,Home Loan,893326,48,18.69,26564,Poor,3,0.55,27,33,1,2699040,2159821,0.8,9,2,0,0,2,222,4,59189,2,78,90,1,944482.7248112347,0.95,1,0,,2022-01-25,NPA,57583,Monthly,193218,158608,2853,0.5369,6,53,8,0.572,2,60,90,31-60 DPD,Current,0,39,Property,Commercial,,Tier-3,Yes,7,13,19,3209748,21
404,LOAN00404,54,2494574,1,Single,Graduate,16,121202,Personal Loan,929897,48,19.35,27976,Good,1,0.21,27,62,14,525435,127544,0.24,2,0,0,0,0,132,1,421983,1,173,0,0,,,0,0,,2020-12-17,Active,362182,Monthly,224732,190160,7727,0.4654,0,40,4,0.9529,0,0,0,Current,Current,3,7,,,,,,7,5,48,278236,31
233,LOAN00233,58,894750,24,Single,Graduate,18,544178,Auto Loan,1459695,36,20.04,54277,Good,0,0.34,81,86,3,1527180,1072864,0.7,3,1,0,0,0,288,3,570635,1,29,0,0,1794408.361269564,0.81,0,0,,2020-12-07,Active,569358,Monthly,121542,104036,20066,0.4344,2,49,9,0.9707,1,0,0,Current,Current,4,53,Vehicle,,7.0,Tier-3,Yes,0,5,56,1195174,7
452,LOAN00452,49,435996,18,Married,Graduate,24,175823,Business Loan,1103730,24,13.89,52935,Poor,3,0.68,34,32,1,700677,110856,0.16,3,2,1,0,1,217,5,50654,4,168,30,2,1534639.200515791,0.72,1,0,,2022-04-24,NPA,45395,Irregular,141551,81654,32931,0.5267,16,60,1,0.7318,3,0,30,31-60 DPD,Current,4,1,Property,Residential,,Tier-3,No,4,4,13,527942,11
164,LOAN00164,22,631688,17,Married,High School,23,114019,Home Loan,1256569,48,15.18,35086,Poor,4,0.81,61,26,12,1317862,658488,0.5,9,3,3,2,3,38,9,68866,6,36,90,5,1415726.49063884,0.89,1,1,2022-02-26,2021-03-30,Default,66323,Monthly,230742,144345,23769,0.3244,19,62,2,0.3815,5,90,90,90+ DPD,90+ DPD,0,1,Property,Commercial,,Tier-3,Yes,2,10,16,1385281,32
424,LOAN00424,30,688132,22,Married,High School,8,147065,Personal Loan,605018,48,19.31,18189,Poor,7,0.94,35,27,0,1668104,266564,0.16,3,1,2,1,3,34,4,71943,8,27,120,7,,,1,1,2022-08-03,2020-12-31,Default,75511,Monthly,178160,111330,13639,0.3133,5,20,7,0.3391,9,120,120,90+ DPD,61-90 DPD,2,46,,,,,,6,5,18,1615698,1
603,LOAN00603,55,423835,11,Single,High School,22,725057,Personal Loan,1991635,12,8.48,173691,Average,1,0.47,41,67,7,923821,516748,0.56,1,0,0,0,0,90,4,315375,0,120,0,0,,,0,0,,2020-04-19,Active,256868,Monthly,143196,107299,68971,0.6021,3,26,3,0.901,0,0,0,Current,Current,1,17,,,,,,4,1,16,776815,28
189,LOAN00189,57,2074077,25,Single,Graduate,23,283651,Business Loan,744160,12,13.56,66662,Good,0,0.22,10,57,13,917114,391191,0.43,2,1,0,0,0,255,3,128072,1,179,0,0,832831.1294726514,0.89,0,0,,2020-01-23,Active,152082,Bi-Monthly,117130,105764,76657,0.5665,2,65,3,0.8529,1,0,0,Current,Current,4,11,Property,Residential,,Tier-1,Yes,0,4,34,1097283,2
327,LOAN00327,45,2219569,7,Single,Graduate,24,540881,Auto Loan,691636,60,15.68,16701,Good,1,0.51,48,77,14,170186,69969,0.41,1,0,0,0,0,255,2,160267,1,54,0,0,864695.8785179734,0.8,0,0,,2022-04-02,Active,159834,Monthly,140430,70781,27784,0.3397,1,65,7,0.9599,0,0,0,Current,Current,2,54,Vehicle,,0.0,Tier-1,Yes,2,2,49,175333,26
133,LOAN00133,24,2340870,14,Married,Graduate,23,751411,Personal Loan,338231,84,14.9,6507,Good,0,0.52,77,92,9,1010376,265538,0.26,0,1,0,0,0,33,4,194693,1,167,0,0,,,0,0,,2020-12-05,Active,167231,Irregular,249045,143019,79079,0.3257,4,19,4,0.9004,1,0,0,Current,Current,0,11,,,,,,0,1,27,1043418,7
331,LOAN00331,32,2329186,25,Single,Graduate,10,204941,Home Loan,1290868,72,17.25,28897,Good,0,0.06,64,64,9,1807453,234534,0.13,3,1,0,0,0,82,1,506927,1,135,0,0,1356997.282906136,0.95,0,0,,2020-06-07,Active,414955,Monthly,90220,67788,61110,0.6592,3,49,2,0.8845,1,0,0,Current,Current,4,31,Property,Residential,,Tier-3,Yes,8,6,40,1047070,39
240,LOAN00240,22,1928859,11,Married,Graduate,22,144823,Personal Loan,1784578,48,13.83,48614,Good,0,0.33,91,81,5,174410,36497,0.21,1,1,0,0,0,185,0,583719,0,99,0,0,,,0,0,,2021-01-14,Active,512990,Irregular,96740,56835,15170,0.6495,2,17,6,0.8124,1,0,0,Current,Current,0,1,,,,,,0,2,25,143621,28
607,LOAN00607,33,816347,24,Single,Postgraduate,16,649921,Personal Loan,1447535,84,9.93,23978,Good,0,0.21,82,79,3,1943144,1290998,0.66,2,0,0,0,0,164,4,439949,0,157,0,0,,,0,0,,2021-09-08,Active,390060,Monthly,136362,74634,77223,0.4028,2,72,3,0.8583,0,0,0,Current,Current,0,53,,,,,,5,5,16,1967657,29
929,LOAN00929,53,512856,20,Married,Postgraduate,8,768818,Personal Loan,1464484,60,18.96,37957,Good,1,0.11,30,70,0,1939975,1295954,0.67,1,1,0,0,0,108,4,299120,0,130,0,0,,,0,0,,2020-10-04,Active,331669,Monthly,235816,125899,70769,0.3552,0,63,7,0.957,0,0,0,Current,Current,3,51,,,,,,2,2,31,1121341,31
428,LOAN00428,41,341479,17,Divorced,High School,21,347019,Personal Loan,1923643,24,17.16,95257,Good,0,0.33,51,63,9,53776,26931,0.5,2,0,0,0,0,155,2,588985,0,148,0,0,,,0,0,,2020-01-18,Active,510642,Irregular,78801,47321,33515,0.6419,3,63,8,0.9491,0,0,0,Current,Current,3,8,,,,,,4,3,35,51017,21
437,LOAN00437,64,1416889,20,Married,Postgraduate,21,171794,Auto Loan,1004077,60,11.22,21941,Good,0,0.48,86,67,8,2656922,1714702,0.65,0,1,0,0,0,178,4,573313,1,76,0,0,1188605.28030523,0.84,0,0,,2021-01-14,Active,496278,Monthly,156122,109259,81413,0.6001,0,47,0,0.8716,0,0,0,Current,Current,4,53,Vehicle,,1.0,Tier-2,Yes,4,1,36,1460481,4
361,LOAN00361,23,1738207,26,Married,Graduate,5,531332,Personal Loan,1198096,84,10.71,20332,Good,1,0.18,99,90,6,2004171,1488389,0.74,1,1,0,0,0,16,2,649227,0,160,0,0,,,0,0,,2020-08-14,Active,658534,Monthly,152335,104886,65147,0.635,3,14,4,0.8873,1,0,0,Current,Current,3,21,,,,,,7,2,52,1810567,17
771,LOAN00771,30,1834002,20,Married,Graduate,18,615196,Business Loan,1323520,12,15.15,119552,Average,1,0.41,38,67,3,2332245,1957845,0.84,1,0,0,0,0,227,3,530425,0,166,0,0,1344894.349940206,0.98,0,0,,2021-04-07,Active,541269,Monthly,157844,100551,94838,0.7392,2,72,2,0.8751,1,0,0,Current,Current,4,56,Property,Residential,,Tier-2,Yes,8,2,59,2527608,7
87,LOAN00087,33,1558291,19,Married,Graduate,8,226346,Education Loan,926122,72,13.87,19019,Average,0,0.42,58,87,1,1318770,1045510,0.79,2,0,0,0,0,74,3,467723,0,149,0,0,,,0,0,,2020-05-07,Active,449995,Bi-Monthly,104497,60893,56221,0.5621,4,29,6,0.921,0,0,0,Current,Current,0,45,,,,,,3,4,54,1397991,22
891,LOAN00891,39,2244065,16,Single,Postgraduate,21,491988,Personal Loan,1614094,84,15.93,31994,Good,1,0.21,53,77,2,1267697,1137474,0.9,1,1,0,0,0,248,5,343253,1,53,0,0,,,0,0,,2020-07-30,Active,319364,Monthly,46600,36445,22390,0.3577,1,26,6,0.955,0,0,0,Current,Current,3,14,,,,,,3,1,57,1155116,5
213,LOAN00213,23,2185092,27,Single,High School,0,779434,Auto Loan,816142,72,16.24,17811,Good,0,0.33,64,77,11,1848174,1144725,0.62,1,1,0,0,0,108,0,53016,1,28,0,0,971801.6879388996,0.84,0,0,,2020-02-25,Active,46996,Monthly,181777,117476,35530,0.2079,3,10,8,0.9339,1,0,0,Current,Current,0,27,Vehicle,,5.0,Tier-3,Yes,3,1,39,2061486,51
641,LOAN00641,36,1447175,1,Single,Graduate,7,111298,Personal Loan,1170609,84,18.36,24851,Average,0,0.09,92,67,11,384281,235036,0.61,3,1,0,0,0,119,4,515736,1,151,0,0,,,0,0,,2021-09-28,Active,509462,Bi-Monthly,249461,147637,84131,0.1509,4,66,5,0.9259,0,0,0,Current,Current,4,48,,,,,,3,7,19,245474,11
652,LOAN00652,31,389532,26,Single,Graduate,13,443007,Education Loan,896981,60,14.68,21188,Good,0,0.24,77,82,9,980890,638543,0.65,0,0,0,0,0,66,3,447471,1,98,0,0,,,0,0,,2021-01-08,Active,535462,Irregular,69974,37777,83910,0.3529,3,72,9,0.8583,1,0,0,Current,Current,4,49,,,,,,3,2,35,1021901,19
6,LOAN00006,59,471242,3,Married,Postgraduate,12,762772,Personal Loan,260127,48,12.3,6888,Good,0,0.39,48,89,13,1544241,817668,0.53,3,0,0,0,0,217,0,135791,0,80,0,0,,,0,0,,2020-08-28,Active,115757,Irregular,195909,122349,49913,0.2285,3,75,1,0.9836,0,0,0,Current,Current,1,45,,,,,,2,4,25,1366569,38
987,LOAN00987,36,561030,22,Single,Postgraduate,14,168053,Auto Loan,262063,60,11.58,5773,Average,4,0.54,27,34,8,2173217,919310,0.42,9,1,1,0,1,194,9,25733,3,175,60,1,390875.2642686586,0.67,1,0,,2022-05-01,NPA,26310,Monthly,162579,136525,60737,0.4308,15,63,4,0.5058,4,60,60,61-90 DPD,1-30 DPD,4,24,Vehicle,,2.0,Tier-1,Yes,7,9,19,1409254,56
808,LOAN00808,48,928033,14,Married,Graduate,22,229271,Auto Loan,1780126,12,8.33,155122,Good,0,0.2,65,85,3,2175245,1522897,0.7,0,1,0,0,0,142,2,244877,0,85,0,0,2323575.773410084,0.77,0,0,,2022-03-19,Active,228068,Monthly,77814,51668,12283,0.1509,4,46,3,0.859,1,0,0,Current,Current,1,14,Vehicle,,8.0,Tier-2,Yes,6,3,21,2259757,13
74,LOAN00074,64,1414313,26,Married,Graduate,12,715171,Personal Loan,1173089,24,18.34,58758,Good,0,0.42,62,96,12,500909,56530,0.11,1,0,0,0,0,200,3,387003,0,156,0,0,,,0,0,,2020-10-23,Active,349274,Monthly,213468,192250,83786,0.6069,0,20,7,0.8187,0,0,0,Current,Current,3,26,,,,,,2,5,46,538183,48
698,LOAN00698,59,1408690,26,Divorced,Graduate,9,700133,Home Loan,1742545,60,15.02,41473,Average,1,0.2,16,94,2,2688729,1068794,0.4,3,0,0,0,0,113,0,440858,1,72,0,0,2010388.742003472,0.87,0,0,,2021-10-23,Active,412939,Monthly,154943,89183,3711,0.6987,4,24,8,0.8744,0,0,0,Current,Current,2,20,Property,Commercial,,Tier-1,Yes,3,5,41,2129463,10
266,LOAN00266,54,1572188,8,Single,Graduate,14,714385,Auto Loan,1037126,36,19.61,38337,Average,1,0.28,58,57,12,2956936,659177,0.22,0,1,0,0,0,39,2,209376,1,64,0,0,1290655.973348521,0.8,0,0,,2020-01-17,Active,181102,Monthly,213570,137997,12668,0.4561,3,23,5,0.9645,1,0,0,Current,Current,3,41,Vehicle,,8.0,Tier-2,Yes,9,2,21,1864377,58
460,LOAN00460,22,1951186,15,Single,Graduate,14,636688,Home Loan,1053589,48,19.85,31976,Average,1,0.27,26,80,6,2007852,1249683,0.62,2,1,0,0,0,289,2,578481,1,36,0,0,1140192.388780838,0.92,0,0,,2020-01-07,Active,622626,Monthly,46615,38693,72854,0.4247,1,67,2,0.8748,0,0,0,Current,Current,1,17,Property,Commercial,,Tier-1,Yes,4,3,54,2034641,8
138,LOAN00138,31,2378510,16,Divorced,High School,23,205499,Business Loan,1887110,84,19.81,41689,Good,1,0.34,24,86,11,2915974,2121789,0.73,3,1,0,0,0,188,3,38092,1,39,0,0,2772594.358199371,0.68,0,0,,2020-03-04,Active,44953,Monthly,226113,182401,74144,0.5861,2,45,8,0.9467,1,0,0,Current,Current,2,26,Property,Commercial,,Tier-2,Yes,2,7,27,3474813,12
997,LOAN00997,54,680440,19,Single,High School,15,449842,Auto Loan,719003,12,15.17,64953,Average,0,0.33,39,90,8,886171,682593,0.77,2,0,0,0,0,17,3,557307,0,131,0,0,789626.8586749331,0.91,0,0,,2020-03-15,Active,450670,Monthly,206416,161214,19860,0.4366,0,48,6,0.9873,1,0,0,Current,Current,4,58,Vehicle,,2.0,Tier-2,Yes,8,4,46,720778,33
923,LOAN00923,26,1317720,8,Married,Graduate,2,244673,Personal Loan,239862,60,15.65,5788,Average,0,0.38,41,91,11,324580,267530,0.82,2,0,0,0,0,51,4,613874,1,192,0,0,,,0,0,,2021-07-11,Active,508669,Monthly,161289,92425,9588,0.2372,3,50,2,0.8816,0,0,0,Current,Current,4,10,,,,,,5,6,48,328029,36
90,LOAN00090,41,392304,24,Single,Postgraduate,2,363330,Personal Loan,1975114,84,11.59,34434,Good,0,0.49,71,60,11,1475338,971313,0.66,3,1,0,0,0,99,1,541478,1,52,0,0,,,0,0,,2021-02-16,Active,519189,Monthly,101501,50944,14177,0.116,3,57,5,0.8508,0,0,0,Current,Current,0,28,,,,,,1,3,28,1194742,14
392,LOAN00392,36,713888,14,Single,Graduate,21,300253,Personal Loan,780646,60,10.92,16942,Good,0,0.51,67,89,0,1357653,303177,0.22,1,1,0,0,0,289,3,284784,0,33,0,0,,,0,0,,2020-10-02,Active,337661,Irregular,238810,202310,73558,0.467,1,23,4,0.9329,0,0,0,Current,Current,4,50,,,,,,9,5,24,883740,54
484,LOAN00484,33,662899,21,Single,Graduate,15,757946,Home Loan,1596410,24,14.9,77328,Average,0,0.16,44,86,6,1750112,1190185,0.68,0,1,0,0,0,94,5,372560,1,148,0,0,2074859.869212409,0.77,0,0,,2020-10-10,Active,416135,Irregular,120702,114335,78788,0.4626,1,24,4,0.9868,0,0,0,Current,Current,2,26,Property,Commercial,,Tier-2,Yes,1,0,14,2094701,11
851,LOAN00851,43,1110111,15,Single,Graduate,17,240755,Personal Loan,1166313,36,12.05,38766,Good,1,0.2,58,76,13,1839502,654590,0.36,3,1,0,0,0,213,0,173502,1,140,0,0,,,0,0,,2020-06-10,Active,148636,Monthly,102699,71637,74344,0.2019,0,18,1,0.8676,1,0,0,Current,Current,1,23,,,,,,6,6,38,1538736,20
702,LOAN00702,55,1646058,3,Married,Graduate,12,356158,Home Loan,878615,84,14.14,16533,Good,1,0.13,13,64,12,1072144,740840,0.69,0,0,0,0,0,242,5,222577,1,198,0,0,1157040.094388219,0.76,0,0,,2020-03-19,Active,188052,Irregular,86957,58858,22032,0.5754,0,0,8,0.9697,0,0,0,Current,Current,2,52,Property,Residential,,Tier-2,Yes,8,3,32,1146822,59
157,LOAN00157,51,1021432,10,Single,High School,5,564841,Business Loan,1207727,48,21.06,37437,Good,1,0.22,66,86,13,709594,72707,0.1,3,0,0,0,0,240,0,442439,0,39,0,0,1209421.578067311,1.0,0,0,,2020-12-17,Active,419820,Monthly,46851,40237,57725,0.7094,4,63,7,0.8475,1,0,0,Current,Current,0,38,Property,Commercial,,Tier-3,Yes,2,5,26,583211,24
842,LOAN00842,52,1899690,7,Married,High School,9,258788,Education Loan,1499177,36,17.13,53546,Good,0,0.18,55,98,3,2569311,1805151,0.7,1,0,0,0,0,40,4,126049,0,51,0,0,,,0,0,,2021-06-22,Active,116901,Bi-Monthly,91426,71438,51927,0.3564,0,59,0,0.9664,0,0,0,Current,Current,1,39,,,,,,7,4,40,1833008,26
839,LOAN00839,52,1600997,17,Divorced,Graduate,12,427533,Home Loan,1235512,72,14.49,25783,Good,0,0.36,14,90,4,1608412,532810,0.33,1,0,0,0,0,107,5,133643,0,189,0,0,1751773.885757192,0.71,0,0,,2022-01-03,Active,141847,Irregular,35710,33870,58893,0.7818,0,6,9,0.9112,1,0,0,Current,Current,0,21,Property,Residential,,Tier-1,Yes,8,5,12,1910450,24
